FinalCustomerName,Segment,BU,DU,Month,NetAvailableHours
A111,Industrial Products,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Apr,46
A111,Industrial Products,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Jun,280
A111,Industrial Products,Embedded Engineering and V&V Group,V&V - Transportation,Jun,148
A112,Transportation,Aerospace & Rail,Aerospace & Rail,Apr,428
A113,Transportation,Digital Manufacturing Services,Mechanical Services,Apr,370
A113,Transportation,Digital Manufacturing Services,Mechanical Services,May,352
A113,Transportation,Digital Manufacturing Services,Mechanical Services,Jun,361
A113,Transportation,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Apr,851
A113,Transportation,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,May,1731
A113,Transportation,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Jun,1724
A114,Plant Engineering,Aerospace & Rail,Aerospace & Rail,Apr,555
A114,Plant Engineering,Aerospace & Rail,Aerospace & Rail,May,519
A114,Plant Engineering,Aerospace & Rail,Aerospace & Rail,Jun,542
A114,Transportation,Aerospace & Rail,Aerospace & Rail,Apr,172
A114,Transportation,Aerospace & Rail,Aerospace & Rail,May,160
A114,Transportation,Aerospace & Rail,Aerospace & Rail,Jun,160
A114,Transportation,Digital Manufacturing Services,Mechanical Services,Apr,344
A114,Transportation,Digital Manufacturing Services,Mechanical Services,May,320
A114,Transportation,Digital Manufacturing Services,Mechanical Services,Jun,320
A114,Transportation,Embedded Engineering and V&V Group,V&V - M&T and IP,Apr,172
A114,Transportation,Embedded Engineering and V&V Group,V&V - M&T and IP,May,160
A114,Transportation,Embedded Engineering and V&V Group,V&V - M&T and IP,Jun,120
A115,Media & Technology,Aerospace & Rail,Aerospace & Rail,Apr,783
A115,Media & Technology,Aerospace & Rail,Aerospace & Rail,Jun,1246
A115,Media & Technology,Embedded Engineering and V&V Group,V&V - Transportation,Apr,335
A115,Media & Technology,Embedded Engineering and V&V Group,V&V - Transportation,May,528
A115,Media & Technology,Embedded Engineering and V&V Group,V&V - Transportation,Jun,316
A115,Transportation,Aerospace & Rail,Aerospace & Rail,May,1044
A116,Transportation,Aerospace & Rail,Aerospace & Rail,Jun,164
A116,Transportation,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Jun,156
A116,Transportation,Embedded Engineering and V&V Group,V&V - Transportation,Jun,124
A117,Transportation,Aerospace & Rail,Aerospace & Rail,Apr,185
A117,Transportation,Embedded Engineering and V&V Group,V&V - Transportation,Apr,59
A118,Transportation,Aerospace & Rail,Aerospace & Rail,Jun,14
A121,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Apr,361
A121,Media & Technology,Digital Products & Services,Digital Comms. & Tech,May,327
A121,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Jun,370
A121,Media & Technology,Media,Media,Apr,334
A121,Media & Technology,Media,Media,May,361
A121,Media & Technology,Media,Media,Jun,361
A122,Media & Technology,Digital Products & Services,Analytics & AI,Apr,537
A122,Media & Technology,Digital Products & Services,Analytics & AI,May,339
A122,Media & Technology,Digital Products & Services,Analytics & AI,Jun,185
A122,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Apr,943
A122,Media & Technology,Digital Products & Services,Digital Comms. & Tech,May,718
A122,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Jun,695
A122,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Apr,370
A122,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,May,316
A122,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Jun,334
A122,Media & Technology,Media,Media,Apr,1891
A122,Media & Technology,Media,Media,May,1751
A122,Media & Technology,Media,Media,Jun,1785
A123,Media & Technology,Media,Media,Apr,156
A123,Media & Technology,Media,Media,May,156
A123,Media & Technology,Media,Media,Jun,156
A125,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Apr,86
A125,Media & Technology,Digital Products & Services,Digital Comms. & Tech,May,370
A125,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Jun,677
A125,Media & Technology,Media,Media,Apr,167
A125,Media & Technology,Media,Media,May,185
A126,Media & Technology,Media,Media,Apr,564
A128,Industrial Products,FMCG,PSCG,May,104
A129,Plant Engineering,FMCG,PSCG,May,-2
A13,Plant Engineering,Digital Manufacturing Services,Integrated Asset Mgmt,Feb,253
A13,Plant Engineering,Digital Manufacturing Services,Integrated Asset Mgmt,Mar,343
A130,Transportation,Aerospace & Rail,Aerospace & Rail,Apr,84
A130,Transportation,Aerospace & Rail,Aerospace & Rail,May,148
A130,Transportation,Aerospace & Rail,Aerospace & Rail,Jun,116
A130,Transportation,Digital Manufacturing Services,Mechanical Services,Apr,9612
A130,Transportation,Digital Manufacturing Services,Mechanical Services,May,8873
A130,Transportation,Digital Manufacturing Services,Mechanical Services,Jun,8509
A130,Transportation,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Apr,148
A130,Transportation,Digital Manufacturing Services,Smart Manufacturing & Sourcing,May,164
A130,Transportation,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jun,140
A130,Transportation,Digital Products & Services,Digital PE & Mobility,Apr,156
A130,Transportation,Digital Products & Services,Digital PE & Mobility,May,164
A130,Transportation,Digital Products & Services,Digital PE & Mobility,Jun,108
A131,Transportation,Digital Manufacturing Services,Mechanical Services,Apr,185
A131,Transportation,Digital Manufacturing Services,Mechanical Services,May,149
A131,Transportation,Digital Manufacturing Services,Mechanical Services,Jun,158
A131,Transportation,Digital Manufacturing Services,Smart Manufacturing & Sourcing,May,361
A131,Transportation,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jun,370
A132,Transportation,Digital Manufacturing Services,Mechanical Services,Apr,573
A132,Transportation,Digital Manufacturing Services,Mechanical Services,May,537
A132,Transportation,Digital Manufacturing Services,Mechanical Services,Jun,519
A133,Transportation,Digital Manufacturing Services,Mechanical Services,Apr,1110
A133,Transportation,Digital Manufacturing Services,Mechanical Services,May,1074
A133,Transportation,Digital Manufacturing Services,Mechanical Services,Jun,795
A135,Transportation,Digital Manufacturing Services,Mechanical Services,Jun,355
A136,Transportation,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Apr,240
A136,Transportation,Digital Manufacturing Services,Smart Manufacturing & Sourcing,May,328
A136,Transportation,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jun,490
A14,Plant Engineering,FMCG,FMCG,May,32
A14,Plant Engineering,FMCG,FMCG,Jun,46
A140,Media & Technology,Digital Manufacturing Services,Product Lifecycle Mgmt,Apr,1164
A140,Media & Technology,Digital Manufacturing Services,Product Lifecycle Mgmt,May,944
A140,Media & Technology,Digital Manufacturing Services,Product Lifecycle Mgmt,Jun,944
A141,Industrial Products,Embedded Engineering and V&V Group,V&V - Transportation,Apr,108
A141,Industrial Products,Embedded Engineering and V&V Group,V&V - Transportation,May,164
A141,Industrial Products,Embedded Engineering and V&V Group,V&V - Transportation,Jun,392
A143,Transportation,Embedded Engineering and V&V Group,V&V - Transportation,Apr,1700
A143,Transportation,Embedded Engineering and V&V Group,V&V - Transportation,May,1335
A143,Transportation,Embedded Engineering and V&V Group,V&V - Transportation,Jun,1291
A145,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Apr,673
A145,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,May,1621
A145,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Jun,1959
A148,Transportation,Digital Products & Services,Digital Comms. & Tech,Apr,5
A150,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Apr,695
A150,Media & Technology,Digital Products & Services,Digital Comms. & Tech,May,499
A150,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Jun,623
A150,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,May,380
A150,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Jun,637
A151,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Apr,343
A151,Media & Technology,Media,Media,Jun,412
A152,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,Apr,334
A152,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,May,325
A152,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,Jun,325
A156,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Apr,336
A156,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,May,328
A156,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Jun,328
A16,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Apr,13486
A16,Media & Technology,Digital Products & Services,Digital Comms. & Tech,May,13084
A16,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Jun,12666
A16,Media & Technology,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Apr,3322
A16,Media & Technology,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,May,3213
A16,Media & Technology,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Jun,3381
A16,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Apr,1391
A16,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,May,1438
A16,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Jun,1272
A161,Transportation,Aerospace & Rail,Aerospace & Rail,Apr,7
A17,Plant Engineering,Digital Products & Services,Digital Comms. & Tech,Apr,2164
A17,Plant Engineering,Digital Products & Services,Digital Comms. & Tech,May,1773
A17,Plant Engineering,Digital Products & Services,Digital Comms. & Tech,Jun,1702
A17,Plant Engineering,Embedded Engineering and V&V Group,V&V - M&T and IP,Apr,1089
A17,Plant Engineering,Embedded Engineering and V&V Group,V&V - M&T and IP,May,1636
A17,Plant Engineering,Embedded Engineering and V&V Group,V&V - M&T and IP,Jun,1832
A19,Media & Technology,Digital Manufacturing Services,Mechanical Services,Apr,194
A19,Media & Technology,Digital Manufacturing Services,Mechanical Services,May,361
A19,Media & Technology,Digital Manufacturing Services,Mechanical Services,Jun,370
A19,Media & Technology,Digital Manufacturing Services,Product Lifecycle Mgmt,Apr,185
A19,Media & Technology,Digital Manufacturing Services,Product Lifecycle Mgmt,May,176
A19,Media & Technology,Digital Manufacturing Services,Product Lifecycle Mgmt,Jun,176
A19,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Apr,3518
A19,Media & Technology,Digital Products & Services,Digital Comms. & Tech,May,3489
A19,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Jun,3827
A19,Media & Technology,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Apr,1796
A19,Media & Technology,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,May,1196
A19,Media & Technology,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Jun,1259
A19,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Apr,1318
A19,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,May,2672
A19,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Jun,3613
A2,Plant Engineering,FMCG,FMCG,Jan,1222
A2,Plant Engineering,FMCG,FMCG,Feb,1062
A2,Plant Engineering,FMCG,FMCG,Mar,1244
A2,Plant Engineering,FMCG,FMCG,Apr,1171
A2,Plant Engineering,FMCG,FMCG,May,874
A2,Plant Engineering,FMCG,FMCG,Jun,903
A2,Plant Engineering,O&G and Chemicals,Oil & Gas,Jun,15
A2,Plant Engineering,Plant Engineering,Oil & Gas,Jan,45
A2,Plant Engineering,Plant Engineering,Oil & Gas,Feb,32
A2,Plant Engineering,Plant Engineering,Oil & Gas,Mar,66
A20,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Apr,380
A20,Media & Technology,Digital Products & Services,Digital Comms. & Tech,May,352
A20,Media & Technology,Digital Products & Services,Digital Comms. & Tech,Jun,370
A20,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Apr,181
A20,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,May,185
A20,Media & Technology,Embedded Engineering and V&V Group,V&V - M&T and IP,Jun,217
A21,Industrial Products,Aerospace & Rail,Aerospace & Rail,Apr,156
A21,Industrial Products,Aerospace & Rail,Aerospace & Rail,May,132
A21,Industrial Products,Aerospace & Rail,Aerospace & Rail,Jun,164
A21,Industrial Products,Digital Manufacturing Services,Mechanical Services,Apr,500
A21,Industrial Products,Digital Manufacturing Services,Mechanical Services,May,428
A21,Industrial Products,Digital Manufacturing Services,Mechanical Services,Jun,396
A21,Industrial Products,Digital Manufacturing Services,Product Lifecycle Mgmt,Apr,1790
A21,Industrial Products,Digital Manufacturing Services,Product Lifecycle Mgmt,May,1637
A21,Industrial Products,Digital Manufacturing Services,Product Lifecycle Mgmt,Jun,1455
A21,Industrial Products,Digital Products & Services,Digital Comms. & Tech,Apr,190
A21,Industrial Products,Digital Products & Services,Digital Comms. & Tech,May,144
A21,Industrial Products,Digital Products & Services,Digital Comms. & Tech,Jun,176
A21,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Apr,1484
A21,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,May,1293
A21,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Jun,1184
A21,Plant Engineering,FMCG,FMCG,May,2
A21,Plant Engineering,FMCG,FMCG,Jun,2607
A21,Plant Engineering,O&G and Chemicals,Oil & Gas,Jun,41
A21,Transportation,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Apr,172
A21,Transportation,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,May,156
A21,Transportation,Embedded Engineering and V&V Group,Embedded HW & SW Engineering,Jun,132
A22,Plant Engineering,FMCG,FMCG,Jan,156
A22,Plant Engineering,FMCG,FMCG,Feb,37
A22,Plant Engineering,FMCG,PSCG,Jan,87
A22,Plant Engineering,FMCG,PSCG,Feb,188
A22,Plant Engineering,Plant Engineering,Chemicals,Feb,86
A23,Med Tech,Digital Products & Services,Analytics & AI,Feb,131
A23,Med Tech,Digital Products & Services,Analytics & AI,Mar,185
A23,Med Tech,Digital Products & Services,Analytics & AI,Apr,194
A23,Med Tech,Digital Products & Services,Analytics & AI,May,154
A23,Med Tech,Digital Products & Services,Digital IP & PE & Off-Highway,Feb,452
A23,Med Tech,Digital Products & Services,Digital IP & PE & Off-Highway,Mar,632
A23,Med Tech,Digital Products & Services,Digital PE & Mobility,Apr,546
A23,Med Tech,Digital Products & Services,Digital PE & Mobility,May,551
A23,Med Tech,Digital Products & Services,Digital PE & Mobility,Jun,501
A23,Med Tech,FMCG,FMCG,Jan,512
A23,Med Tech,FMCG,FMCG,Feb,574
A23,Med Tech,FMCG,FMCG,Mar,633
A23,Med Tech,FMCG,FMCG,Apr,488
A23,Med Tech,FMCG,FMCG,May,615
A23,Med Tech,FMCG,FMCG,Jun,328
A25,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jan,167
A25,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Feb,384
A25,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Mar,176
A25,Plant Engineering,"Electrical, Controls, Power & Utility",Power & Utilities,Feb,66
A25,Plant Engineering,FMCG,FMCG,Jan,5559
A25,Plant Engineering,FMCG,FMCG,Feb,4904
A25,Plant Engineering,FMCG,FMCG,Mar,3662
A25,Plant Engineering,FMCG,FMCG,Apr,1743
A25,Plant Engineering,FMCG,FMCG,May,2140
A25,Plant Engineering,FMCG,FMCG,Jun,1010
A25,Plant Engineering,FMCG,PSCG,Feb,37
A25,Plant Engineering,FMCG,PSCG,Mar,19
A25,Plant Engineering,Plant Engineering,Chemicals,Jan,5
A25,Plant Engineering,Plant Engineering,Exxon Mobil,Jan,60
A25,Plant Engineering,Plant Engineering,Exxon Mobil,Feb,45
A25,Plant Engineering,Plant Engineering,Exxon Mobil,Mar,39
A25,Plant Engineering,Plant Engineering,Oil & Gas,Jan,179
A26,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jan,4522
A26,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Feb,5476
A26,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Mar,3244
A26,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Apr,3917
A26,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,May,3484
A26,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jun,4924
A26,Plant Engineering,FMCG,FMCG,Jan,1910
A26,Plant Engineering,FMCG,FMCG,Feb,1529
A26,Plant Engineering,FMCG,FMCG,Mar,1633
A26,Plant Engineering,FMCG,FMCG,Apr,1208
A26,Plant Engineering,FMCG,FMCG,May,2257
A26,Plant Engineering,FMCG,FMCG,Jun,3132
A26,Plant Engineering,FMCG,PSCG,May,36
A26,Plant Engineering,FMCG,PSCG,Jun,54
A26,Plant Engineering,O&G and Chemicals,Oil & Gas,Jun,49
A26,Plant Engineering,Plant Engineering,Oil & Gas,Jan,66
A26,Plant Engineering,Plant Engineering,Oil & Gas,Feb,1
A26,Plant Engineering,Plant Engineering,Oil & Gas,Mar,19
A27,Plant Engineering,Digital Manufacturing Services,Integrated Asset Mgmt,Jan,903
A27,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Mar,241
A27,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Apr,303
A27,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jun,186
A27,Plant Engineering,FMCG,FMCG,Jan,576
A27,Plant Engineering,FMCG,FMCG,Feb,282
A27,Plant Engineering,FMCG,FMCG,Mar,596
A27,Plant Engineering,FMCG,FMCG,Apr,1174
A27,Plant Engineering,FMCG,FMCG,May,1106
A27,Plant Engineering,FMCG,FMCG,Jun,925
A28,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Jun,91
A28,Plant Engineering,FMCG,FMCG,Jan,8024
A28,Plant Engineering,FMCG,FMCG,Feb,8028
A28,Plant Engineering,FMCG,FMCG,Mar,9304
A28,Plant Engineering,FMCG,FMCG,Apr,8796
A28,Plant Engineering,FMCG,FMCG,May,8132
A28,Plant Engineering,FMCG,FMCG,Jun,9232
A28,Plant Engineering,FMCG,PSCG,Mar,37
A28,Plant Engineering,FMCG,PSCG,Apr,128
A28,Plant Engineering,O&G and Chemicals,Oil & Gas,Jun,159
A28,Plant Engineering,Plant Engineering,Chemicals,Jan,154
A28,Plant Engineering,Plant Engineering,Oil & Gas,Jan,147
A28,Plant Engineering,Plant Engineering,Oil & Gas,Feb,104
A28,Plant Engineering,Plant Engineering,Oil & Gas,Mar,118
A29,Plant Engineering,Digital Products & Services,Digital IP & PE & Off-Highway,Jan,456
A29,Plant Engineering,Digital Products & Services,Digital IP & PE & Off-Highway,Feb,258
A29,Plant Engineering,Digital Products & Services,Digital PE & Mobility,Apr,128
A29,Plant Engineering,Digital Products & Services,Digital PE & Mobility,May,362
A29,Plant Engineering,Digital Products & Services,Digital PE & Mobility,Jun,298
A29,Plant Engineering,FMCG,FMCG,Jan,409
A29,Plant Engineering,FMCG,FMCG,Feb,586
A29,Plant Engineering,FMCG,FMCG,Mar,803
A29,Plant Engineering,FMCG,FMCG,Apr,732
A29,Plant Engineering,FMCG,FMCG,May,769
A29,Plant Engineering,FMCG,FMCG,Jun,445
A29,Plant Engineering,FMCG,PSCG,Mar,14
A30,Plant Engineering,Digital Manufacturing Services,Integrated Asset Mgmt,Jan,656
A30,Plant Engineering,Digital Manufacturing Services,Integrated Asset Mgmt,Feb,4182
A30,Plant Engineering,Digital Manufacturing Services,Integrated Asset Mgmt,Mar,1488
A30,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Jan,316
A30,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Feb,339
A30,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Mar,326
A30,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Apr,73
A30,Plant Engineering,Digital Manufacturing Services,Mechanical Services,May,326
A30,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Jun,489
A30,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jan,194
A30,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Feb,158
A30,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Mar,181
A30,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Apr,370
A30,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,May,181
A30,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jun,176
A30,Plant Engineering,FMCG,FMCG,Jan,1125
A30,Plant Engineering,FMCG,FMCG,Feb,1377
A30,Plant Engineering,FMCG,FMCG,Mar,1620
A30,Plant Engineering,FMCG,FMCG,Apr,1970
A30,Plant Engineering,FMCG,FMCG,May,1511
A30,Plant Engineering,FMCG,FMCG,Jun,1214
A30,Plant Engineering,FMCG,PSCG,Jan,110
A30,Plant Engineering,FMCG,PSCG,Feb,199
A30,Plant Engineering,FMCG,PSCG,Mar,102
A30,Plant Engineering,FMCG,PSCG,Apr,76
A30,Plant Engineering,FMCG,PSCG,May,52
A30,Plant Engineering,FMCG,PSCG,Jun,89
A30,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,Apr,2009
A30,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,May,3556
A30,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,Jun,3939
A30,Plant Engineering,Plant Engineering,Exxon Mobil,Feb,28
A32,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Jan,271
A32,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Feb,335
A32,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Mar,422
A32,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Apr,444
A32,Plant Engineering,Digital Manufacturing Services,Mechanical Services,May,529
A32,Plant Engineering,Digital Manufacturing Services,Mechanical Services,Jun,370
A32,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jan,185
A32,Plant Engineering,FMCG,FMCG,Jan,5
A32,Plant Engineering,FMCG,FMCG,Apr,62
A32,Plant Engineering,FMCG,FMCG,May,445
A32,Plant Engineering,FMCG,FMCG,Jun,293
A34,Plant Engineering,FMCG,FMCG,Jan,27
A34,Plant Engineering,FMCG,FMCG,Feb,19
A34,Plant Engineering,FMCG,PSCG,Feb,41
A35,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jan,677
A35,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Feb,461
A35,Plant Engineering,FMCG,FMCG,Jan,4042
A35,Plant Engineering,FMCG,FMCG,Feb,2292
A35,Plant Engineering,FMCG,FMCG,Mar,1366
A35,Plant Engineering,FMCG,FMCG,Apr,1417
A35,Plant Engineering,FMCG,FMCG,May,1915
A35,Plant Engineering,FMCG,FMCG,Jun,2903
A35,Plant Engineering,FMCG,PSCG,Feb,32
A35,Plant Engineering,FMCG,PSCG,Mar,60
A35,Plant Engineering,FMCG,PSCG,Apr,-2
A35,Plant Engineering,FMCG,PSCG,May,5
A35,Plant Engineering,Plant Engineering,Exxon Mobil,Jan,13
A36,Plant Engineering,Digital Manufacturing Services,Integrated Asset Mgmt,Jan,219
A36,Plant Engineering,Digital Manufacturing Services,Integrated Asset Mgmt,Feb,817
A36,Plant Engineering,Digital Manufacturing Services,Integrated Asset Mgmt,Mar,772
A36,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Apr,68
A36,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,May,141
A36,Plant Engineering,Digital Manufacturing Services,Product Lifecycle Mgmt,Jun,519
A36,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jan,176
A36,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Feb,82
A36,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Mar,-4
A36,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Apr,373
A36,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,May,259
A36,Plant Engineering,Digital Manufacturing Services,Smart Manufacturing & Sourcing,Jun,299
A36,Plant Engineering,Digital Products & Services,Digital IP & PE & Off-Highway,Jan,194
A36,Plant Engineering,Digital Products & Services,Digital IP & PE & Off-Highway,Feb,167
A36,Plant Engineering,Digital Products & Services,Digital IP & PE & Off-Highway,Mar,185
A36,Plant Engineering,Digital Products & Services,Digital PE & Mobility,Apr,194
A36,Plant Engineering,Digital Products & Services,Digital PE & Mobility,May,185
A36,Plant Engineering,Digital Products & Services,Digital PE & Mobility,Jun,172
A36,Plant Engineering,FMCG,FMCG,Jan,1280
A36,Plant Engineering,FMCG,FMCG,Feb,1358
A36,Plant Engineering,FMCG,FMCG,Mar,1434
A36,Plant Engineering,FMCG,FMCG,Apr,1243
A36,Plant Engineering,FMCG,FMCG,May,440
A36,Plant Engineering,FMCG,FMCG,Jun,214
A36,Plant Engineering,FMCG,PSCG,Jan,66
A36,Plant Engineering,FMCG,PSCG,Feb,724
A36,Plant Engineering,FMCG,PSCG,Mar,657
A36,Plant Engineering,FMCG,PSCG,Apr,737
A36,Plant Engineering,FMCG,PSCG,May,511
A36,Plant Engineering,FMCG,PSCG,Jun,1132
A36,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,Apr,776
A36,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,May,-15
A36,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,Jun,731
A37,Plant Engineering,"Electrical, Controls, Power & Utility",Power & Utilities,Feb,43
A37,Plant Engineering,"Electrical, Controls, Power & Utility",Power & Utilities,Mar,140
A37,Plant Engineering,FMCG,FMCG,Jan,155
A37,Plant Engineering,FMCG,FMCG,Feb,374
A37,Plant Engineering,FMCG,FMCG,Mar,998
A37,Plant Engineering,FMCG,FMCG,Apr,987
A37,Plant Engineering,FMCG,FMCG,May,747
A37,Plant Engineering,FMCG,FMCG,Jun,339
A37,Plant Engineering,FMCG,PSCG,Mar,0
A37,Plant Engineering,Integrated Asset Mgmt,Integrated Asset Mgmt,Jun,185
A37,Plant Engineering,O&G and Chemicals,Oil & Gas,Jun,5
A37,Plant Engineering,Plant Engineering,Oil & Gas,Jan,-4
A37,Plant Engineering,Plant Engineering,Oil & Gas,Feb,58
A37,Plant Engineering,Plant Engineering,Oil & Gas,Mar,62
A38,Plant Engineering,FMCG,FMCG,Apr,-4
A41,Industrial Products,FMCG,FMCG,Jan,620
A41,Industrial Products,FMCG,FMCG,Feb,655
A41,Industrial Products,FMCG,FMCG,Mar,874
A41,Industrial Products,FMCG,FMCG,Apr,938
A41,Industrial Products,FMCG,FMCG,May,769
A41,Industrial Products,FMCG,FMCG,Jun,811
A41,Industrial Products,FMCG,PSCG,Jan,38
A41,Industrial Products,FMCG,PSCG,Feb,62
A41,Industrial Products,FMCG,PSCG,Mar,54
A41,Industrial Products,FMCG,PSCG,Apr,48
A41,Industrial Products,FMCG,PSCG,May,31
A41,Industrial Products,FMCG,PSCG,Jun,54
A43,Plant Engineering,FMCG,FMCG,Jan,5671
A43,Plant Engineering,FMCG,FMCG,Feb,4095
A43,Plant Engineering,FMCG,FMCG,Mar,3808
A43,Plant Engineering,FMCG,FMCG,Apr,3574
A43,Plant Engineering,FMCG,FMCG,May,2851
A43,Plant Engineering,FMCG,FMCG,Jun,1667
A43,Plant Engineering,Plant Engineering,Oil & Gas,Feb,28
A43,Plant Engineering,Plant Engineering,Oil & Gas,Mar,47
